pub_sourceid,sourcetitle,AJSC_Codes
16788,Journal of Bodywork and Movement Therapies,3603
25979,Hematological Oncology,2720
19700201513,Journal of NeuroInterventional Surgery,2746
14415,Rehabilitation Counseling Bulletin,2739
21911,Journal of Neurosurgical Anesthesiology,2728
22083,Cytokine,2723
21100258425,Kidney International Supplements,2727
5800207394,Child Care in Practice,3304
145175,Neurosurgical Focus,2746
21100454916,Abdominal Radiology,2715
17500155152,American Journal on Intellectual and Developmental Disabilities,1201
24223,Advances in Skin and Wound Care,2902
22283,Seminars in Pediatric Surgery,2746
19400158822,Cardiovascular Intervention and Therapeutics,2705
12400154748,Population Health Management,2911
13006,Anatomical Science International,2702
21875,Experimental Parasitology,2403
5100154502,Journal of Forensic and Legal Medicine,3308
15253,Irish Medical Journal,2700
19400157207,Journal of the Canadian Urological Association,2748
6500153248,Victims and Offenders,2734
20346,Scandinavian Journal of Medicine and Science in Sports,3612
22418,Journal of Antimicrobial Chemotherapy,2725
19700188222,Journal of Ginseng Research,2707
39465,Annals of Surgical Oncology,2746
18520,Cytopathology,2722
16480,Kennedy Institute of Ethics Journal,3306
11700154733,Journal of Biomedical Nanotechnology,2701
17643,Journal of the American Academy of Child and Adolescent Psychiatry,3204
19700174677,Science Translational Medicine,2700
4400151701,Journal of Exposure Science and Environmental Epidemiology,2310
15031,Infant Mental Health Journal,2738
110092,Morbidity and Mortality Weekly Report,3306
10600153347,Brain Imaging and Behavior,2741
19700175262,Urological Science,2748
21100245727,Epidemiology Biostatistics and Public Health,2739
4700152252,Sexologies,3201
21251,Journal de Mycologie Medicale,2725
29071,Gerontology,1302
22492,Blood Pressure Monitoring,2724
23377,Chemical Senses,1314
15356,Journal International Medical Sciences Academy,2700
14097,European Eating Disorders Review,2738
5300152706,Discovery medicine,2700
22575,Cardiovascular Toxicology,3005
21100205998,Pathogens and Global Health,2404
19900191981,Journal of Pediatric Biochemistry,2735
19700188116,Korean Journal of Pediatrics,2919
130172,CytoJournal,2734
15746,Pediatric Physical Therapy,2735
19900194800,Female Pelvic Medicine and Reconstructive Surgery,2729
19700188368,Genes,1311
12628,Oral Oncology,2730
19700201419,LUTS: Lower Urinary Tract Symptoms,2748
145443,Journal of Cancer Research and Therapeutics,2741
23034,Journal of Infection and Chemotherapy,2726
19600157796,ADHD Attention Deficit and Hyperactivity Disorders,3203
29333,Orthopaedic Nursing,2902
21100388411,Hormone Molecular Biology and Clinical Investigation,1312
27719,Australian Journal of Forensic Sciences,2734
25949,Experimental Hematology,1312
19600166306,Circulation: Cardiovascular Genetics,2705
20491,Journal of Medical Entomology,2725
15983,Journal of Molecular Diagnostics,1313
12100154911,Anatomical Sciences Education,2702
13736,British Journal of Ophthalmology,2809
15739,Pediatric Infectious Disease Journal,2726
3600148102,Alzheimer's and Dementia,2717
17500155016,Journal of Functional Foods,1106
23235,Heart Lung and Circulation,2705
28728,Anticancer Research,2730
17900156736,Journal of Hematology and Oncology,2720
18446,Cell and Tissue Research,1307
5700191212,Journal of Orthopaedic Surgery and Research,2746
26016,Leukemia and Lymphoma,1306
12217,Molecules and Cells,1307
25098,Future of Children,3306
21100386500,CMGH Cellular and Molecular Gastroenterology and Hepatology,2715
24813,Experimental Dermatology,2708
29022,Generations,2717
21100316021,Obstetric Medicine,2729
26698,Reproductive Biology and Endocrinology,1309
28717,Bulletin of the History of Medicine,2900
21100241807,"Artificial Cells, Nanomedicine and Biotechnology",1305
20495,Renal Failure,2706
15071,International Journal of Adolescent Medicine and Health,2739
4700152407,Annals of Indian Academy of Neurology,2728
17271,Medical Image Analysis,2718
23882,Journal of Molecular and Cellular Cardiology,1312
21371,Expert Review of Pharmacoeconomics and Outcomes Research,2719
28650,Zeitschrift fur Geburtshilfe und Neonatologie,2729
22072,Current Gene Therapy,1313
21100203112,"Philosophy, Psychiatry and Psychology",1211
19136,Annals of the Rheumatic Diseases,2723
21100232419,Andrology,2748
6200180159,World Psychiatry,2738
29126,Cancer Forum,1306
16925,American Journal of Community Psychology,3306
17500154705,Global Health Action,2739
6400153111,Journal of Ethnobiology and Ethnomedicine,3316
21100242835,Journal of Environmental Health Science and Engineering,2305
16675,Journal of Clinical Neurophysiology,2808
16683,Journal of Clinical Neuroscience,2728
14836,Canadian Journal of Neurological Sciences,2728
19700175861,Gut Microbes,2404
20029,American Journal of Roentgenology,2741
93879,Journal of Child and Adolescent Psychiatric Nursing,2919
19885,Stress and Health,3203
23899,Journal of Thrombosis and Thrombolysis,2705
21256,Drugs of Today,2736
25334,Journal of Substance Abuse Treatment,2738
19200157106,Journal of Addiction Medicine,2736
15450,Journal of Contemporary Psychotherapy,2738
15452,Journal of Counseling Psychology,3207
13171,Biocontrol Science,2739
12427,Melanoma Research,2708
12400,APMIS,2734
13943,International Ophthalmology Clinics,2731
21100389517,Drug Metabolism and Personalized Therapy,2736
18992,Neurogenetics,1311
16598,Cardiovascular Ultrasound,2741
56987,Hellenic Journal of Nuclear Medicine,2741
13783,Journal of Voice,2912
23849,Journal of Cardiovascular Nursing,2902
22575,Cardiovascular Toxicology,2705
14897,Journal of Electromyography and Kinesiology,1304
21100248810,Spine Deformity,2732
23119,Tropical Doctor,2725
144989,International Journal of Environmental Research and Public Health,2307
19800188003,BMJ Open,2700
20814,Harm Reduction Journal,2701
13318,Hastings Center Report,2910
29126,Cancer Forum,2730
35063,Healthcare Papers,2739
19608,Annals of Clinical Microbiology and Antimicrobials,2725
28668,Acta Oncologica,2730
26649,Neuroendocrinology,1310
21100466864,Journal for ImmunoTherapy of Cancer,2723
4000149409,Quarterly Journal of Experimental Psychology,2737
7100153107,Seminars in Immunopathology,2403
28010,Molecular Human Reproduction,2710
145316,African Health Sciences,2700
22170,Plastic and Reconstructive Surgery,2746
21100416147,Reproductive Biomedicine and Society Online,1309
14409,Chronobiology International,1314
25527,"Diabetes, Obesity and Metabolism",2712
13772,Journal of Laryngology and Otology,2733
21100212900,Global Heart,2705
21100243801,Multisensory research,2809
17309,Neuroradiology,2705
22383,International Journal of Medical Microbiology,2404
19700166518,International Journal of Mental Health Systems,2738
18029,Canadian Journal of Respiratory Therapy,2740
21678,Journal of Foot and Ankle Surgery,2732
12949,Ostomy Wound Management,2900
12000154553,Journal of Otolaryngology - Head and Neck Surgery,2733
21463,International Journal of Health Geographics,2739
27628,Journal of Psychosomatic Obstetrics and Gynaecology,2743
17857,Journal of the Medical Library Association : JMLA,2718
5800207503,Future Microbiology,2726
16785,Journal of NeuroVirology,2728
12823,Canadian Journal of Human Sexuality,3201
21100199848,Cancer Research and Treatment,1306
16816,Journal of Psychiatry and Neuroscience,2738
21241,Drugs and Aging,2717
19700180534,"Interdisciplinary sciences, computational life sciences",2718
26086,Experimental and Clinical Endocrinology and Diabetes,2712
28287,Current Gastroenterology Reports,2715
19700175258,Journal of Chiropractic Humanities,3602
21100330721,Person-Centered and Experiential Psychotherapies,3203
28755,Brain Tumor Pathology,2728
23826,Journal of Cardiac Failure,2705
4700151503,Journal of the American Board of Family Medicine,2739
19615,Antimicrobial Agents and Chemotherapy,3004
18944,Shock,2706
21684,Journal of Heart and Lung Transplantation,2705
29189,Journal of Aging and Health,2905
27622,Journal of Perinatal Medicine,2735
17191,International Journal of Radiation Oncology Biology Physics,2730
3900148620,Journal of Family Nursing,2905
17239,Journal of Thoracic Imaging,2741
18019,NeuroRehabilitation,2742
24749,Addiction Biology,2738
145175,Neurosurgical Focus,2728
21100401153,Antimicrobial Resistance and Infection Control,2725
23327,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,1314
29802,Psychology and Aging,3207
18500157900,"Food Additives and Contaminants - Part A Chemistry, Analysis, Control, Exposure and Risk Assessment",3005
16188,Journal of the International Neuropsychological Society,2728
15849,Journal of Biomedical Science,2704
13742,International Tinnitus Journal,3616
15237,BMC Emergency Medicine,2711
19900194800,Female Pelvic Medicine and Reconstructive Surgery,2746
19082,Modern Pathology,2734
4500151504,International Journal of Morphology,2702
13221,European Journal of Medical Research,2700
21100275443,Frontiers in Oncology,1306
22307,HIV Medicine,2725
19700177555,Molecular Autism,1312
27825,American Journal of Gastroenterology,2715
19817,British Journal of Sports Medicine,3612
15220,Annals of Emergency Medicine,2711
23571,Science,1000
14183,Aphasiology,1203
19773,Rheumatology International,2745
21944,Substance Abuse,2701
15185,Academic Emergency Medicine,2711
29316,Clinical Microbiology and Infection,2725
19240,Journal of Rheumatology,2723
21100394090,Infectious Diseases of Poverty,2725
12004,Journal of Trauma and Dissociation,2738
28098,BMC Health Services Research,2719
19400158804,Translational Stroke Research,2800
24451,Child Abuse and Neglect,2735
14561,"Child: Care, Health and Development",2739
12949,Ostomy Wound Management,2715
19888,Medical Letter on Drugs and Therapeutics,3004
11700154364,Alter,3306
25422,Calcified Tissue International,2732
27596,Clinical Journal of Oncology Nursing,2730
19700183044,Thyroid Research,2807
21100435142,"Anaesthesia, critical care & pain medicine",2706
21726,BMC Genetics,2716
20901,Wilderness and Environmental Medicine,2706
19200156914,Journal of Policy and Practice in Intellectual Disabilities,2739
12599,Breast Journal,2746
5600155041,Zeitschrift fur Sexualforschung,3200
13543,Reproduction,1307
25444,Clinical Endocrinology,2712
9500154001,Italian Journal of Anatomy and Embryology,2710
28047,Australasian Physical and Engineering Sciences in Medicine,1304
4000152109,Journal of Pediatric Neurosciences,2735
4900153304,Archives of Environmental and Occupational Health,2300
130171,Metabolomics,2712
29814,International Journal of Health Planning and Management,2719
19700175117,Egyptian Journal of Medical Human Genetics,2716
15915,Journal of Health Care for the Poor and Underserved,2739
21100199786,International Neurourology Journal,2728
17148,Tobacco Control,3306
6300153105,Current Opinion in HIV and AIDS,2730
36956,"Culture, Medicine and Psychiatry",2738
14224,Arquivos de Neuro-Psiquiatria,2728
23831,Journal of Cardiothoracic and Vascular Anesthesia,2703
21725,Journal of Surgical Oncology,2730
16319,IEEE Transactions on Nanobioscience,1305
21100202148,International Forum of Allergy and Rhinology,2733
13421,Psychoanalytic Psychotherapy,2738
12538,European Journal of Clinical Nutrition,2916
21100466891,International Journal of Health Governance,2739
29094,Cancer Cell International,1311
144915,Journal of Minimally Invasive Gynecology,2729
130067,Journal of Molecular Histology,1314
11700154733,Journal of Biomedical Nanotechnology,1502
24763,Addictive Behaviors,2701
19900191754,Conflict and Health,3306
15626,International Journal of Law and Psychiatry,2738
19757,International Journal of Antimicrobial Agents,2726
18439,Cell and Tissue Banking,2747
19700175456,"Clinical Lymphoma, Myeloma and Leukemia",2720
5800207419,Tizard Learning Disability Review,2738
12198,Journal of Bone and Joint Surgery - Series A,2732
11500153403,NeoReviews,2735
21172,Complementary Therapies in Medicine,2707
14500154757,International Journal of Emergency Medicine,2711
34776,Wiener Klinische Wochenschrift,2700
20500195026,International Journal of High Dilution Research,2707
12484,Disease-a-Month,2700
15876,New Zealand Medical Journal,2700
13035,Annals of Human Biology,1311
29183,Cancer Research,2730
17800156704,American Journal of Rhinology and Allergy,2733
23845,Journal of Cardiovascular Magnetic Resonance,3614
19700175158,Journal of Pediatric Rehabilitation Medicine,2742
28728,Anticancer Research,1306
19038,Microcirculation,2705
19700175140,Genome Medicine,1312
22916,Medical Mycology,2725
20388,Justice Quarterly,2734
13801,Laryngoscope,2733
21123,Pharmaceutical Research,1305
7100153125,Simulation in Healthcare,2701
19197,Surgical Infections,2725
22411,Inflammopharmacology,2736
4700152443,AACN Advanced Critical Care,2906
19783,Seminars in Arthritis and Rheumatism,2703
21100337102,Sexual Medicine Reviews,2708
21100388411,Hormone Molecular Biology and Clinical Investigation,2712
26082,European Journal of Endocrinology,2712
12214,Journal of Emergency Medicine,2711
22414,American Heart Journal,2705
98899,African journal of reproductive health,2729
5400152645,Journal of Cancer Survivorship,2730
29166,Cells Tissues Organs,2722
20794,Human Antibodies,2403
130044,Pharmacogenetics and Genomics,1311
110112,Journal of Immunotherapy,2723
19887,Journal of Sports Medicine and Physical Fitness,3612
24004,Physiological Reviews,1312
21100470165,Advanced Science,2500
23072,Clinical Cardiology,2705
19863,Socijalna Psihijatrija,2738
29561,Journals of Gerontology - Series B Psychological Sciences and Social Sciences,2909
13543,Reproduction,1310
19644,Technology and Health Care,1304
19700176023,Virulence,2725
13120,Seminars in Oncology,2730
19900192592,Journal of Innovative Optical Health Sciences,2504
7700153237,Journal of Cardiovascular Computed Tomography,2741
20122,Women's Health Issues,2729
19700201201,EPMA Journal,2719
13974,Hong Kong Medical Journal,2700
21100409310,Journal of Medical Radiation Sciences,3614
19400157151,DMM Disease Models and Mechanisms,2801
19380,Seizure : the journal of the British Epilepsy Association,2728
14102,Journal of Steroid Biochemistry and Molecular Biology,1308
21100202714,Drugs and Alcohol Today,2738
